Original Gene ID	Gene.Name	Chr	Start	End	Strand	Length	logFC	AveExpr	t	P.Value	adj.P.Val	B
ENSRNOG00000007738	Hm13	3	141145782	141184703	+	38922	0.1225	5.8093	0.637570552	0.538144365	0.921893255	-5.896936671
ENSRNOG00000007049	Bcl11a	14	98030461	98124180	+	93720	-0.1175	6.4191	-0.627817253	0.544259616	0.921893255	-5.896960135
ENSRNOG00000019465	Gnai3	2	195742642	195780742	-	38101	-0.0820	4.5867	-0.380758341	0.711383867	0.962319752	-5.897250236
ENSRNOG00000032659	Plcl1	9	56901534	57238782	+	337249	0.0037	9.0105	0.015938585	0.98759839	0.999591447	-5.898023713
ENSRNOG00000019964	Taok2	1	181475711	181494613	-	18903	-0.0405	4.3174	-0.17783646	0.862419013	0.984265694	-5.898181178
ENSRNOG00000017674	Ctcf	19	33529319	33571123	+	41805	-0.1107	5.5424	-0.613403696	0.553369531	0.923161082	-5.898418258
ENSRNOG00000018886	Prxl2c	17	812213	844075	+	31863	-0.0988	4.9502	-0.509223088	0.621695317	0.940759546	-5.8986216
ENSRNOG00000046242	Klf7	9	65437167	65526261	-	89095	0.1140	6.4737	0.621286239	0.548376766	0.923161082	-5.899118284
ENSRNOG00000024907	Tnrc6b	7	112252359	112461790	+	209432	-0.0835	8.0885	-0.414700423	0.687158826	0.954916583	-5.899765208
ENSRNOG00000017444	Nrsn1	17	39806238	39823813	+	17576	-0.0624	4.4251	-0.276050093	0.788157088	0.973674513	-5.899800472
ENSRNOG00000012810	Rfesd	2	5505756	5522449	-	16694	0.0379	4.3047	0.17132188	0.867403979	0.984323094	-5.899866462
ENSRNOG00000058412	Morf4l1	8	90642988	90664519	-	21532	-0.1062	5.2607	-0.575026226	0.578040968	0.929048089	-5.900008385
ENSRNOG00000011168	Micu2	15	32064875	32147094	-	82220	-0.1133	5.8992	-0.631223247	0.542119546	0.921893255	-5.900123445
ENSRNOG00000020851	Aplp1	1	85696882	85707155	-	10274	0.1076	7.9363	0.446295516	0.664937329	0.950633569	-5.900201286
ENSRNOG00000052444	Samd9	4	31164510	31184322	-	19813	-0.0068	4.2462	-0.030842044	0.976005265	0.999394566	-5.900947154
ENSRNOG00000028411	Pcnp	11	44592742	44607348	+	14607	0.1119	6.3895	0.623273277	0.547122255	0.923161082	-5.901206465
ENSRNOG00000010230	Dennd10	1	259950866	259974455	+	23590	-0.0740	4.5593	-0.355420612	0.729692112	0.963663983	-5.901321314
ENSRNOG00000002318	Limch1	14	41114803	41425191	-	310389	-0.0895	7.9668	-0.437000271	0.67144084	0.95322057	-5.90135584
ENSRNOG00000052116	Atp11b	2	118585342	118690232	+	104891	-0.1128	6.6805	-0.603926572	0.559406258	0.925594007	-5.90159867
ENSRNOG00000032492	Usp22	10	45828622	45855497	-	26876	0.1168	5.7274	0.625576119	0.545670421	0.92274284	-5.901765741
ENSRNOG00000068220	Ctdsp2	7	62805658	62825302	+	19645	-0.0041	4.2491	-0.018512806	0.985595655	0.999591447	-5.902004733
ENSRNOG00000059615	Exoc6b	4	117094741	117550180	-	455440	-0.0676	8.5369	-0.288716381	0.778722656	0.972810232	-5.902390314
ENSRNOG00000015097	Kcmf1	4	104889847	104950234	-	60388	0.1109	5.5746	0.6131523	0.553529187	0.923161082	-5.902487949
ENSRNOG00000056907	Nipbl	2	57399445	57565899	-	166455	-0.0757	8.2777	-0.362297893	0.724704555	0.963663983	-5.902920021
ENSRNOG00000030308	Zfp251	7	108568597	108598623	-	30027	-0.0230	4.2798	-0.105021851	0.918444987	0.992137468	-5.903262088
ENSRNOG00000001717	Opa1	11	71109873	71185109	-	75237	0.1187	6.5522	0.610471772	0.555233155	0.92374153	-5.903300902
ENSRNOG00000054782	Ppp3cb	15	3760030	3804981	+	44952	0.0920	7.8356	0.458982846	0.656107472	0.948402173	-5.903414164
ENSRNOG00000032254	Sin3a	8	57481573	57536192	+	54620	0.1098	5.2324	0.564065836	0.585195695	0.931492419	-5.903787779
ENSRNOG00000021213	Lix1l	2	184136038	184161916	+	25879	0.0647	4.4838	0.308307855	0.764204564	0.969756147	-5.904272474
ENSRNOG00000010199	Glrb	2	166134626	166207489	-	72864	0.1372	6.1429	0.627988826	0.544151696	0.921893255	-5.904396185
ENSRNOG00000058898	Nedd4	8	73383695	73468951	+	85257	0.0494	8.6725	0.230772662	0.822166307	0.980104239	-5.904496915
ENSRNOG00000012872	Carnmt1	1	216093695	216121006	+	27312	0.0260	4.2896	0.110674184	0.914074821	0.99139495	-5.904708925
ENSRNOG00000009309	Meaf6	5	137344380	137370014	+	25635	-0.0831	4.7040	-0.414171015	0.687533924	0.954916583	-5.90477928
ENSRNOG00000002705	Vps4b	13	22907109	22932229	-	25121	0.0584	4.4390	0.274862151	0.789043796	0.973674513	-5.904819433
ENSRNOG00000009643	Msl1	10	83755720	83765726	+	10007	-0.0446	4.3569	-0.198521059	0.846634162	0.981636868	-5.904829946
ENSRNOG00000061499	Kmt2d	7	129962887	130020325	-	57439	-0.1196	6.2134	-0.622508589	0.547604844	0.923161082	-5.904887012
ENSRNOG00000014808	Srfbp1	18	45920446	45942515	+	22070	0.0468	4.3699	0.215561208	0.833683412	0.980554331	-5.905148969
ENSRNOG00000004339	Yy1	6	127707596	127732747	+	25152	-0.0736	4.5815	-0.355422816	0.729690511	0.963663983	-5.905377662
ENSRNOG00000011945	Cyfip1	1	106711016	106799386	+	88371	-0.1116	6.0753	-0.624478986	0.546361836	0.923161082	-5.905416835
ENSRNOG00000007142	B3gat1	8	25087547	25113395	+	25849	0.1001	5.0506	0.518857696	0.615200586	0.939401991	-5.905945546
ENSRNOG00000003970	Tnpo2	19	23099401	23119596	-	20196	0.0822	4.7006	0.409933944	0.690539189	0.955510402	-5.90594711
ENSRNOG00000008195	Ywhaz	7	67940017	67963668	-	23652	-0.0042	8.9299	-0.016526142	0.987141263	0.999591447	-5.906000399
ENSRNOG00000005290	Ywhae	10	60584652	60671589	+	86938	0.0653	8.5410	0.274924097	0.78899755	0.973674513	-5.906192223
ENSRNOG00000053659	RGD1311703	1	170334964	170346102	+	11139	0.0259	4.2980	0.118048613	0.908377737	0.990148997	-5.906247291
ENSRNOG00000014531	Hbs1l	1	16092547	16170074	+	77528	-0.1121	6.0773	-0.622048103	0.547895571	0.923161082	-5.906904651
ENSRNOG00000046256	Ralgapa1	6	72977432	73252378	-	274947	-0.0654	8.4586	-0.298741515	0.771282045	0.970376885	-5.906932771
ENSRNOG00000060262		X	104132141	104154187	+	22047	-0.0031	4.2722	-0.0122107	0.990498826	0.999591447	-5.90720254
ENSRNOG00000009739	Washc5	7	90884197	90936103	-	51907	0.1108	5.4225	0.585353814	0.571343112	0.929048089	-5.907459554
ENSRNOG00000013030	Pip4k2b	10	82701098	82734938	-	33841	-0.1051	4.8114	-0.447000812	0.664445042	0.950442561	-5.907621656
ENSRNOG00000017151	Rnf214	8	46166598	46201576	-	34979	0.1038	5.2422	0.561211422	0.58706679	0.93190704	-5.907682657
ENSRNOG00000008570	Cadps	15	12290262	12742779	+	452518	-0.0520	8.6797	-0.213197593	0.835476773	0.980554331	-5.907712621
ENSRNOG00000004784	Ndufaf5	3	127507941	127537477	+	29537	0.0367	4.3314	0.157342815	0.878121106	0.98705799	-5.907784032
ENSRNOG00000008193	Cr1l	13	106574858	106660445	-	85588	-0.1176	6.2629	-0.616173276	0.551612358	0.923161082	-5.907861368
ENSRNOG00000029220	Zmym5	15	30923241	30941240	-	18000	0.1082	5.5385	0.599917743	0.561970887	0.926704081	-5.907897901
ENSRNOG00000005908	Dmtf1	4	24910534	24950967	+	40434	-0.1076	6.6589	-0.594417274	0.565500456	0.928436193	-5.907922889
ENSRNOG00000060617	Uty	Y	924168	1103422	-	179255	-0.1074	7.1449	-0.552083208	0.593071852	0.933312317	-5.907958862
ENSRNOG00000014089	Map3k2	18	23807218	23871433	+	64216	-0.1085	5.4615	-0.589329126	0.568776384	0.929048089	-5.90813709
ENSRNOG00000000604	Hdac2	20	40548250	40571609	+	23360	0.0996	5.0829	0.528399824	0.608802391	0.937502213	-5.908203135
ENSRNOG00000007834	Cand1	7	54680900	54718993	-	38094	0.1108	6.2373	0.618370361	0.550220667	0.923161082	-5.908772688
ENSRNOG00000002069	Slc35a5	11	55653394	55674473	+	21080	0.0695	4.5612	0.336976751	0.743132903	0.966751423	-5.908810699
ENSRNOG00000006770	Brd4	7	11216446	11295539	-	79094	-0.1061	6.9478	-0.57011566	0.581240602	0.930284387	-5.908877093
ENSRNOG00000016443	Vps13d	5	156830512	157055891	-	225380	-0.1067	7.0290	-0.562460595	0.586247552	0.931492419	-5.908971559
ENSRNOG00000058561	Srrm2	10	12815471	12848751	+	33281	0.0207	8.8558	0.095083231	0.926135967	0.993238636	-5.908972362
ENSRNOG00000003442	Adora1	13	45658872	45695801	-	36930	-0.0459	4.3672	-0.188502897	0.854270814	0.98341064	-5.909020087
ENSRNOG00000023202	Usp15	7	58756872	58848721	-	91850	-0.1081	6.5438	-0.600547721	0.561567427	0.926704081	-5.90913827
ENSRNOG00000014480	Dbndd2	3	153191090	153220651	+	29562	-0.0221	4.3043	-0.096540939	0.925007403	0.992966191	-5.909331877
ENSRNOG00000006534	Crbn	4	139701094	139719938	-	18845	0.0988	4.9332	0.485224514	0.638020881	0.945219397	-5.909344651
ENSRNOG00000013313	Nceh1	2	110074957	110135588	+	60632	0.1108	6.1196	0.621029406	0.548539036	0.923161082	-5.909401764
ENSRNOG00000022871	2610008E11Rik	7	10430206	10451406	+	21201	0.0970	4.9429	0.491343604	0.63383842	0.944940251	-5.909659164
ENSRNOG00000022870	Smad5	17	7864720	7891634	-	26915	0.0063	4.2846	0.028431902	0.977879747	0.999430153	-5.909772712
ENSRNOG00000010023	Slc33a1	2	148415666	148437758	-	22093	0.1033	5.1935	0.547813258	0.595892012	0.933386676	-5.909926241
ENSRNOG00000021497	Akt3	13	88946091	89225708	-	279618	-0.0984	7.6088	-0.48447106	0.638536801	0.945219397	-5.910076807
ENSRNOG00000003520	Prdx2	19	23180930	23186194	-	5265	-0.0274	4.3580	-0.115879625	0.910052829	0.990148997	-5.910114824
ENSRNOG00000012947	Metap1	2	226991301	227024434	-	33134	0.0268	4.3184	0.119160365	0.907519323	0.990148997	-5.910321311
ENSRNOG00000054212	Pde1a	3	64747269	65024874	-	277606	-0.0518	8.6570	-0.210933431	0.837195605	0.980939002	-5.910364095
ENSRNOG00000060229	Arf1	10	43997986	44014434	-	16449	0.1244	6.1492	0.617192292	0.550966638	0.923161082	-5.910472266
ENSRNOG00000030862	Atp6v1h	5	14378257	14537962	-	159706	-0.1031	7.0386	-0.558932443	0.588562981	0.932607288	-5.910548427
ENSRNOG00000004978	Prkacb	2	235636885	235726198	-	89314	-0.0731	8.2046	-0.358661432	0.727340131	0.963663983	-5.911026825
ENSRNOG00000002697	Mtmr1	18	215089	248541	+	33453	-0.0309	4.3397	-0.141165255	0.890555913	0.987957988	-5.911404181
ENSRNOG00000007662	Zfp800	4	56826997	56849791	-	22795	-0.0363	4.3595	-0.167023741	0.870696279	0.984968479	-5.911437817
ENSRNOG00000002860	Ccdc181	13	76624567	76638224	+	13658	0.0159	4.3048	0.070829773	0.94493635	0.996933233	-5.91148127
ENSRNOG00000007504	Actr10	6	89446093	89473047	+	26955	0.0384	4.3667	0.175207426	0.864430004	0.984265694	-5.911810425
ENSRNOG00000007029	Dnaja1	5	55842426	55853967	+	11542	-0.0920	7.6591	-0.472362864	0.6468554	0.945363968	-5.91184116
ENSRNOG00000003707	Zmym3	X	66528585	66544782	-	16198	0.1111	5.9075	0.615863395	0.551808806	0.923161082	-5.912341838
ENSRNOG00000058975	Iqsec2	X	21254914	21336584	+	81671	-0.1193	5.7634	-0.607544244	0.557097519	0.924245861	-5.912552332
ENSRNOG00000012324	Soga3	1	28620293	28701796	-	81504	-0.0989	7.3553	-0.517562519	0.616071661	0.939401991	-5.912679967
ENSRNOG00000004973	Ppp2r5c	6	129461648	129598346	+	136699	-0.0976	7.3558	-0.517344897	0.616218085	0.939401991	-5.912827418
ENSRNOG00000004492	Mterf3	7	63826427	63844658	-	18232	-0.0070	4.3025	-0.032123608	0.975008594	0.998912756	-5.913433328
ENSRNOG00000001598	Usp16	11	26681414	26710539	+	29126	0.0621	4.5192	0.298600203	0.771386759	0.970376885	-5.913747066
ENSRNOG00000008465	Tmem176b	4	77766928	77774384	-	7457	0.0616	4.5228	0.289132309	0.778413483	0.972810232	-5.91398507
ENSRNOG00000004864	Prpf40a	3	37627690	37690886	-	63197	0.1090	6.5037	0.595778168	0.564626044	0.928436193	-5.91409599
ENSRNOG00000003834	Map2k4	10	50344915	50447993	-	103079	-0.1189	7.0833	-0.546918029	0.596484177	0.933386676	-5.914250242
ENSRNOG00000014463	Uri1	1	90646393	90709026	-	62634	-0.1082	5.8181	-0.606918107	0.557496725	0.924475417	-5.914357527
ENSRNOG00000024964	Nufip2	10	62574882	62600346	+	25465	-0.0821	4.6779	-0.379682547	0.712157401	0.962319752	-5.914494797
ENSRNOG00000011470	Tsc1	3	11979729	12015674	+	35946	-0.0443	4.4128	-0.207862251	0.839528519	0.980939002	-5.914774644
ENSRNOG00000002749	Spag9	10	78943479	79077797	+	134319	0.0832	7.9849	0.402493186	0.695830417	0.957064104	-5.914780994
ENSRNOG00000013176	Far1	1	167644677	167705730	+	61054	0.1056	6.9301	0.561394098	0.586946949	0.93190704	-5.915323963
ENSRNOG00000012392	Dnajc2	4	13270191	13297431	+	27241	-0.0275	4.3438	-0.116819397	0.909326993	0.990148997	-5.915394421
ENSRNOG00000013816	Cmas	4	175718808	175737125	+	18318	0.0976	5.0100	0.497666665	0.629530714	0.942690014	-5.915717314
ENSRNOG00000018873	Fam168a	1	155057352	155201220	+	143869	-0.0938	7.4890	-0.492058267	0.633350817	0.944736133	-5.915830289
ENSRNOG00000001247	Clip1	12	32910977	33017884	+	106908	-0.1082	6.6359	-0.582732103	0.573039348	0.929048089	-5.915922607
ENSRNOG00000014183	Gnaq	1	213424465	213667672	+	243208	-0.0852	7.9163	-0.413180446	0.688236005	0.955114003	-5.916222326
ENSRNOG00000015420	Stxbp1	3	16076391	16138369	-	61979	0.0964	7.3772	0.50880839	0.62197564	0.940759546	-5.916431339
ENSRNOG00000012074	Ifngr1	1	14333187	14351785	+	18599	0.0946	4.7932	0.427573575	0.678065517	0.953821085	-5.916723335
ENSRNOG00000006557	Cyfip2	10	30621318	30741113	-	119796	-0.0037	8.8211	-0.015182453	0.988186675	0.999591447	-5.916786225
ENSRNOG00000012959	Nab1	9	49053758	49092098	+	38341	-0.0652	4.5136	-0.279962453	0.785239061	0.973674513	-5.916851647
ENSRNOG00000027491	Vldlr	1	224814377	224845920	+	31544	0.0775	4.6848	0.377692804	0.713589	0.962501953	-5.916964992
ENSRNOG00000048441	Wdr82	8	106814569	106834438	+	19870	0.0869	4.8473	0.445915523	0.665202628	0.950633569	-5.917105255
ENSRNOG00000012733	Ankrd12	9	105584065	105687911	-	103847	0.0901	7.6294	0.466317661	0.651027871	0.947881865	-5.917433741
ENSRNOG00000004901	Slc4a1ap	6	24905941	24933815	-	27875	0.0027	4.3192	0.010405372	0.991903496	0.999591447	-5.917456648
ENSRNOG00000019319	Fchsd2	1	155444460	155685539	+	241080	-0.0906	7.8095	-0.432085587	0.674891031	0.953257349	-5.917464275
ENSRNOG00000011814	Cbx3	4	80546010	80559283	+	13274	0.0046	4.3217	0.02060222	0.983970175	0.999591447	-5.917726846
ENSRNOG00000015825	Aurkc	1	66843653	66864386	-	20734	-0.0188	4.3406	-0.087019271	0.932382159	0.994391662	-5.917733675
ENSRNOG00000002940	Ankrd17	14	17721932	17862617	+	140686	-0.0696	8.1946	-0.341159486	0.740076626	0.965410412	-5.918351528
ENSRNOG00000007644	Mbtps2	X	37410811	37464430	+	53620	-0.1103	5.1298	-0.511440023	0.620197821	0.940759546	-5.918631593
ENSRNOG00000062795		15	38087847	38097851	-	10005	-0.0764	4.7042	-0.380240267	0.711756338	0.962319752	-5.918747626
ENSRNOG00000009700	Dync1i1	4	33852927	34166149	+	313223	-0.0796	8.1384	-0.354662079	0.730243033	0.963663983	-5.918828609
ENSRNOG00000011561	Nln	2	35134145	35232914	-	98770	-0.1090	6.0150	-0.602170953	0.560528598	0.926241921	-5.919367386
ENSRNOG00000001958	Ift57	11	51059611	51124812	-	65202	-0.1047	5.4830	-0.57072616	0.58084229	0.930284387	-5.919459822
ENSRNOG00000020336	Ezh1	10	86126015	86161921	-	35907	0.0853	4.7789	0.41384786	0.687762931	0.954916583	-5.919892727
ENSRNOG00000056128	AABR07064719.2	6	87791656	87835841	-	44186	0.1001	5.2478	0.540261366	0.60089704	0.93569684	-5.919906593
ENSRNOG00000023538	Aldh5a1	17	40130883	40158677	+	27795	0.1090	5.8974	0.602808606	0.56012081	0.926017741	-5.920079457
ENSRNOG00000061108	Arcn1	8	45057619	45082247	-	24629	0.0861	4.8478	0.439175336	0.669916455	0.952198179	-5.920206654
ENSRNOG00000003812	Nlgn3	X	66429458	66451876	+	22419	0.1070	5.5222	0.578022547	0.576093337	0.929048089	-5.920249621
ENSRNOG00000028247	Ankrd13d	1	201565712	201577933	-	12222	0.0008	4.3353	0.003606668	0.997193573	0.999591447	-5.920295617
ENSRNOG00000028594	Ifnar1	11	30725790	30749979	+	24190	0.0627	4.5601	0.30458002	0.766959867	0.969756147	-5.920461701
ENSRNOG00000018569	Ahcyl1	2	195294153	195345815	-	51663	0.1015	6.8981	0.555144173	0.591054547	0.932616619	-5.920610591
ENSRNOG00000022745	RGD1306502	2	61849363	61864738	-	15376	-0.0251	4.3645	-0.109691475	0.914834402	0.991605675	-5.920628355
ENSRNOG00000014525	Hspd1	9	56579201	56589662	-	10462	0.1025	5.0605	0.499322595	0.628404976	0.942690014	-5.920678807
ENSRNOG00000003743	Dars1	13	39857936	39913116	-	55181	0.0919	4.9226	0.459182422	0.655969014	0.948402173	-5.920733972
ENSRNOG00000018987	Crebzf	1	144417446	144428553	+	11108	-0.0022	4.3351	-0.009877995	0.992313837	0.999591447	-5.920891787
ENSRNOG00000004149	Mgat4c	7	37260321	37474571	+	214251	0.0852	8.3928	0.273669044	0.789934677	0.973674513	-5.921018551
ENSRNOG00000027191	Birc6	6	20722922	20916434	-	193513	-0.0662	8.2425	-0.319716433	0.755793889	0.969245858	-5.921026395
ENSRNOG00000014637	Atxn10	7	116441613	116565087	+	123475	-0.1189	6.2494	-0.595466455	0.564826262	0.928436193	-5.921094376
ENSRNOG00000011908	Asxl2	6	26425954	26507477	+	81524	-0.1073	6.0680	-0.600161262	0.56181491	0.926704081	-5.921215392
ENSRNOG00000018243	Ubfd1	1	176625657	176640993	+	15337	0.0662	4.5975	0.313975656	0.760022022	0.969756147	-5.921380974
ENSRNOG00000066309		X	1239931	1292355	-	52425	-0.1260	5.1010	-0.501061244	0.627224079	0.942690014	-5.921410707
ENSRNOG00000016326	Cx3cl1	19	10227340	10236833	-	9494	-0.1324	6.0473	-0.598508336	0.562874109	0.927473577	-5.921572774
ENSRNOG00000063313	Csnk1a1	18	55017055	55049271	+	32217	-0.0981	7.1365	-0.528047474	0.609038039	0.937502213	-5.921629227
ENSRNOG00000008471	Kif21b	13	47576160	47626127	+	49968	0.1102	5.3713	0.548267088	0.595591937	0.933386676	-5.921685746
ENSRNOG00000005814	NEWGENE_1582771	3	99183716	99225786	+	42071	-0.0857	4.8506	-0.430967964	0.67567673	0.953257349	-5.921819925
ENSRNOG00000031974	Pcdh10	2	128617174	128677190	+	60017	0.0633	8.2736	0.308598793	0.763989672	0.969756147	-5.922040415
ENSRNOG00000063359		X	9705281	9727066	-	21786	0.0912	4.9319	0.4628951	0.653395797	0.948166296	-5.922306156
ENSRNOG00000015396	Sptan1	3	13241217	13306046	+	64830	-0.0662	8.2656	-0.30860893	0.763982184	0.969756147	-5.922317276
ENSRNOG00000056148	Nudcd3	14	80976328	81058962	-	82635	-0.1132	5.6348	-0.582339743	0.57329344	0.929048089	-5.9225065
ENSRNOG00000036698	Nploc4	10	105654812	105709913	-	55102	-0.1043	4.9733	-0.467069813	0.650508034	0.947881865	-5.922676886
ENSRNOG00000067004		2	91935414	92030033	+	94620	-0.1073	5.9233	-0.594442955	0.565483948	0.928436193	-5.923017783
ENSRNOG00000001849	Mapk1	11	83957813	84023616	-	65804	-0.0933	7.7872	-0.421962464	0.682022525	0.954018311	-5.923388875
ENSRNOG00000033741	Ankrd34a	2	184129238	184135116	+	5879	0.0662	4.4885	0.241385041	0.814157311	0.979940688	-5.923452121
ENSRNOG00000014501	Zfp638	4	116402428	116479845	+	77418	0.0744	8.0645	0.361128244	0.725551865	0.963663983	-5.923662351
ENSRNOG00000018111	Slc12a5	3	153696517	153735765	+	39249	0.1054	6.2535	0.591816587	0.567173559	0.929000318	-5.924160301
ENSRNOG00000037207	Ubr1	3	107811392	107922204	-	110813	-0.1019	6.7782	-0.557992054	0.589180956	0.932607288	-5.92425121
ENSRNOG00000003805	Rnft1	10	71310104	71323778	+	13675	0.0161	4.3639	0.074643937	0.941977086	0.996100806	-5.924337937
ENSRNOG00000009430	Gnl2	5	137293081	137318526	+	25446	-0.0226	4.3792	-0.104839626	0.918585924	0.992137468	-5.924391169
ENSRNOG00000019145	Kdm2a	1	201612453	201680787	-	68335	-0.1134	6.2195	-0.591548908	0.567345921	0.929000318	-5.924603582
ENSRNOG00000023095	Npepps	10	82191456	82273967	-	82512	-0.1053	6.5834	-0.5717765	0.580157357	0.929927316	-5.924787674
ENSRNOG00000037165	Nipal3	5	147685288	147726351	-	41064	-0.0588	4.4959	-0.235878908	0.818309963	0.979975724	-5.925084891
ENSRNOG00000001829	Ube2v2	11	85304526	85336369	+	31844	0.0867	4.9094	0.448958616	0.663079397	0.949700814	-5.925164561
ENSRNOG00000005391	Prex2	5	7942573	8253068	-	310496	0.0615	8.2997	0.28892365	0.778568581	0.972810232	-5.925167574
ENSRNOG00000016942	Wdr48	8	119622048	119655264	+	33217	0.0563	4.5331	0.269448241	0.793088853	0.973865767	-5.925383409
ENSRNOG00000020010	Kctd13	1	181534515	181552881	+	18367	0.0564	4.4933	0.235906759	0.818288943	0.979975724	-5.92588806
ENSRNOG00000001204	Ankrd13a	12	41798199	41829327	-	31129	0.0251	4.3750	0.083985544	0.934733299	0.994629306	-5.92591292
ENSRNOG00000058094	AABR07028902.1	17	86241384	86443480	+	202097	-0.0889	7.6076	-0.449076654	0.662997102	0.949700814	-5.926114049
ENSRNOG00000003629	Nvl	13	92853650	92906049	-	52400	-0.0865	4.9208	-0.445004998	0.665838527	0.950798213	-5.926377746
ENSRNOG00000011540	Vta1	1	9032335	9080635	-	48301	-0.0881	4.9143	-0.440794077	0.668782987	0.951729636	-5.926608929
ENSRNOG00000017822	Oga	1	244598292	244634359	-	36068	0.1014	6.7246	0.558273435	0.58899601	0.932607288	-5.926785946
ENSRNOG00000021525	Nbeal1	9	61575356	61736750	+	161395	0.1121	6.7490	0.556259437	0.590320449	0.932616619	-5.926916801
ENSRNOG00000011745	Psma1	1	168440936	168453472	-	12537	-0.0532	4.5330	-0.256178004	0.803030894	0.976054461	-5.927640139
ENSRNOG00000019476	Agap1	9	90039605	90470958	+	431354	-0.0521	8.3925	-0.247675232	0.809420725	0.977579877	-5.92770132
ENSRNOG00000016847	Bace1	8	46142116	46165876	+	23761	0.0922	5.0895	0.486221503	0.637338514	0.945219397	-5.928102686
ENSRNOG00000012651	Cwc22	3	62802045	62864228	-	62184	0.0964	5.1995	0.514237084	0.618311057	0.940659124	-5.928502153
ENSRNOG00000020235	Hnrnpl	1	84100879	84111553	+	10675	0.0839	4.6983	0.358178212	0.727690634	0.963663983	-5.928519738
ENSRNOG00000049378	Dennd5b	4	181961386	182089362	-	127977	-0.1000	6.9150	-0.537904498	0.602463546	0.935753344	-5.928551449
ENSRNOG00000068243	Cdk5r1	10	65483941	65488456	+	4516	0.0109	4.3777	0.049618935	0.961407764	0.998817606	-5.928813011
ENSRNOG00000046912	Nr1d2	15	7524257	7550553	+	26297	0.1018	5.4291	0.550930727	0.59383233	0.933383609	-5.928998122
ENSRNOG00000061270	Git1	10	62342299	62356373	+	14075	0.1020	4.9109	0.440838152	0.668752138	0.951729636	-5.929318346
ENSRNOG00000058805	Aida	13	94939741	94967920	+	28180	-0.0803	4.7889	-0.38955898	0.70506887	0.960646193	-5.929465912
